,Material_Code,Material_Description,Certification,Moulding_Type,Product_Type,Base_Type,Shelflife,Base_Type_Categories,Base_Type_Description,Product_Type_Categories,Product_Type_Description,Moulding_Type_Segments,Moulding_Type_Description
1845,ILW-Q5350NV-471,CA EASYMELT 10KG/BOX 64BOX/PAL,SPM,Easymelt,compound lauric,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Compound,"Lauric-based compound with quick setting properties, ideal for coatings and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
1846,IMW-INT-J037-32A,BC INTERN - ORIGINAL WHITE CONTAINER,SPT;PTMB,container hoyer,compound mixed,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
1847,IMW-M0038-000,BC LIQUID,SPM,Liquid,compound mixed,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1848,IMW-M0038-D62,AM 12KG/EA 55EA/PAL,SPM,bucket/box up to 15 kg,compound mixed,White,8,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1849,IMW-M0038-D62,AM 12KG/EA 55EA/PAL,SPM,bucket/box up to 15 kg,compound mixed,White,8,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1850,IMW-M037ORWIE6-Z72,CR ORIGINAL WHITE EASYMELT 5KG/UC,HALA;PTMB;SPT,Easymelt,compound mixed,White,18,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
1851,ISD-V294-000,BC CONTROL FINENESS AT 22-23 LIQUID,HALA,Liquid,compound HPKS,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1852,ISD-V501-000,BC ADJUSTMENT WITH LECITHIN LIQUID,HALA,Liquid,compound HPKS,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1853,ISD-Y601-000,BC CSP5501 LIQUID,HALA,Liquid,compound HPKS,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1854,ISW-Q6052NVK-566,BC EASYMELT 20KG/BOX 32BOX/PAL,HALA;SPM,Easymelt,compound HPKS,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
1878,NCL-2C643RFA-203,BC CMC RFA BLOCKS 1.000KG/BOX 1BOX/PAL,RFAL,Block,Liquor cocoa,Natural,36,Cocoa,"Unprocessed cocoa retaining its raw, natural characteristics.",Cocoa,Cocoa liquor used in the production of chocolate.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Solid blocks of chocolate, typically melted down for use in recipes or for tempering."
1879,NCL-2C643RFA-U07,BC CMC RFA BLOCKS 900KG/BOX 1BOX/PAL,RFAL,Block,Liquor cocoa,Natural,36,Cocoa,"Unprocessed cocoa retaining its raw, natural characteristics.",Cocoa,Cocoa liquor used in the production of chocolate.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Solid blocks of chocolate, typically melted down for use in recipes or for tempering."
1889,SI-ABL1-MNV-000,BC LIQUID,HALA,Liquid,chocolate,Milk,1,"Chocolate, Compounds","Milk chocolates with a smooth and creamy taste, used widely in confectionery.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1890,SI-ABL1-MNV-438,BC EASYMELT 20KG/BOX 36BOX/PAL,HALA,Easymelt,chocolate,Milk,18,"Chocolate, Compounds","Milk chocolates with a smooth and creamy taste, used widely in confectionery.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
1891,SI-ULC-M2NV-437,SI CORTINA EASYMELT 12KG/BOX 54BOX/PAL,1001,Easymelt,chocolate,Milk,18,"Chocolate, Compounds","Milk chocolates with a smooth and creamy taste, used widely in confectionery.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
1892,SPLIT-D-000,BC LIQUID,HALA,Liquid,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1893,TOF-034ICOF-000,CR EISKAFFEE TOPPING LIQUID,HALA,Liquid,topping,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1894,TOF-034ICOF-E6-Z38,CR COOL ICE COFFEE 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1895,TOF-034ICOF-E6-Z38,CR COOL ICE COFFEE 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1896,TOF-042CARA-E6-Z38,CR CHEWY CARAMEL TOPPING 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,18,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1897,TOF-042CARA-E6-Z38,CR CHEWY CARAMEL TOPPING 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,18,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1898,TOF-051STRA-000,CR ERDBEER TOPPING LIQUID,HALA,Liquid,topping,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1899,TOF-051STRA-E6-Z38,CR YUMMY STRAWBERRY 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1900,TOF-051STRA-E6-Z38,CR YUMMY STRAWBERRY 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1901,TOF-062RASP-000,CR HIMBEER TOPPING LIQUID,HALA,Liquid,topping,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1902,TOF-062RASP-E6-Z38,CR SMOOTH RASPBERRY 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1903,TOF-062RASP-E6-Z38,CR SMOOTH RASPBERRY 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1904,TOF-072BLUB-000,CR HEIDELBEER TOPPING LIQUID,HALA,Liquid,topping,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1905,TOF-072BLUB-E6-Z38,CR JUICY BLUEBERRY 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,14,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1906,TOF-072BLUB-E6-Z38,CR JUICY BLUEBERRY 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,14,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1907,TOF-084MANG-000,CR MANGO TOPPING LIQUID,HALA,Liquid,topping,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
1908,TOF-084MANG-E6-Z38,CR SUNNY MANGO TOPPING 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1909,TOF-084MANG-E6-Z38,CR SUNNY MANGO TOPPING 1KG/UC 6UC/BOX,HALA,bucket/box up to 15 kg,topping,Flavoured based on white!,12,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Decorative toppings for cakes, ice creams, and pastries.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
1918,CHD-N8550-104,BC BLOCKS 25KG/BOX 40BOX/PAL,HALA,block large up to 5 kg,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary","Large blocks used for melting, tempering, and further processing."
1919,CHD-O044FONCE6-Z72,CR INTÉRIEUR FONCÉ EASYMELT 5KG/UC,1001;HALA,Easymelt,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
